police_station,junction_name,grid_lat,grid_lon,hour_sin,hour_cos,day_sin,day_cos,police_station_freq,junction_name_freq,vehicle_mass_impact,prev_hour_impact,prev_2hour_impact,predicted_impact,actual_impact
Upparpet,BTP057 - Anand Rao Junction,12.9797,77.5749,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.1027261332776269,0.013317317735533737,0.5,1.2,1.2,1.1588669,1.2
Chikkajala,No Junction,13.1857,77.6798,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.0190968595501706,0.5119768818327415,3.0,0.0,0.0,2.5716329,5.0
Shivajinagar,No Junction,12.9824,77.6122,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.08265441125269828,0.5119768818327415,2.0,0.0,0.0,1.172939,1.0
Upparpet,BTP044 - Sagar Theatre Junction,12.9768,77.5787,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.1027261332776269,0.03302346633242811,2.0,1.0,1.0,1.0918714,1.0
Jayanagara,BTP220 - Puttanna Junction,12.929,77.5821,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.011559083629273728,0.0008530046654132721,2.0,1.0,1.0,1.0560644,1.0
Jnanabharathi,No Junction,12.9609,77.5115,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.003568692987953485,0.5119768818327415,0.5,1.0,2.0,1.030287,1.0
Yelahanka,No Junction,13.0942,77.5945,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.006597729963094492,0.5119768818327415,1.0,2.4,0.0,1.3223557,1.2
HAL Old Airport,No Junction,12.9631,77.7172,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,4.0,1.2,0.0,2.5956287,2.4
Wilson Garden,"BTP123 - 10th Cross, Wilson Garden",12.9486,77.5983,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.013091010375322053,0.003063853492096651,0.5,0.0,0.0,1.0467429,1.2
Malleshwaram,"BTP182 - 19th Main Junction, Rajajinagar",12.9992,77.5508,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.08923473295731495,0.005692500522247754,2.0,2.4,2.4,1.1645136,1.0
Magadi Road,BTP010 - Rajajinagar Entrance,12.9809,77.5587,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.026460552886289256,0.003620917763386951,1.0,1.2,1.0,1.1934868,1.2
Yeshwanthpura,No Junction,13.0246,77.535,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.008181881484576284,0.5119768818327415,2.0,0.0,0.0,1.5944026,1.2
Kodigehalli,No Junction,13.0712,77.5887,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.031578580878768886,0.5119768818327415,3.0,9.6,0.0,4.431316,3.599999999999999
Rajajinagar,No Junction,13.002,77.5258,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.03814149432490774,0.5119768818327415,1.0,0.0,0.0,1.6773479,2.5
Basavanagudi,BTP109 - Dewan Madhava Rao Junction,12.9399,77.5768,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.018417937469535548,0.0018278671401712973,2.0,0.0,0.0,1.1899673,1.0
Malleshwaram,No Junction,13.0054,77.5703,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.08923473295731495,0.5119768818327415,2.0,0.0,0.0,1.1503553,1.2
Banashankari,No Junction,12.918,77.5644,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.004456514170322401,0.5119768818327415,1.0,1.2,0.0,1.3001039,1.2
HAL Old Airport,No Junction,12.9396,77.6943,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,2.0,0.0,0.0,1.5256839,1.0
Devanahalli Airport,No Junction,13.1947,77.7078,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.003290160852308335,0.5119768818327415,4.0,0.0,0.0,2.458181,1.9999999999999996
Shivajinagar,BTP051 - Safina Plaza Junction,12.9825,77.6074,0.8660254037844386,0.5000000000000001,0.0,1.0,0.08265441125269828,0.04388621962258896,4.0,0.0,0.0,2.7448003,2.4
Shivajinagar,BTP051 - Safina Plaza Junction,12.9795,77.6066,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.08265441125269828,0.04388621962258896,0.5,1.0,0.0,1.057344,1.2
Whitefield,No Junction,12.8967,77.72,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.009296010027156883,0.5119768818327415,1.0,1.2,1.2,1.103021,1.2
Vijayanagara,BTP028 - Vijayanagar Bus Stand Junction,12.9731,77.5385,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.048238284242044425,0.003290160852308335,2.0,1.2,0.0,1.1920495,1.2
Shivajinagar,BTP051 - Safina Plaza Junction,12.9814,77.6079,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.08265441125269828,0.04388621962258896,2.0,1.2,0.0,1.3790144,1.2
HAL Old Airport,No Junction,12.9327,77.6914,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,1.0,0.0,0.0,1.5329123,1.0
V.V.Puram (C.Pet),BTP217 - Baleyele Junction,12.9588,77.5705,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.007711858505675092,0.00045261472042336886,2.0,0.0,0.0,1.2979908,1.0
Magadi Road,"BTP024 - NPS, Vijayanagar",12.9839,77.5492,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.026460552886289256,0.002576422254717638,2.0,0.0,0.0,1.2226864,1.2
R.T. Nagar,No Junction,13.0269,77.5858,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.004508738945755867,0.5119768818327415,2.0,0.0,0.0,1.2555044,1.0
Chamarajpet,BTP091 - Sirsi Circle,12.9609,77.5586,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.013299909477055916,0.0010270872501914909,1.5,0.0,0.0,3.067939,5.0
Kodigehalli,No Junction,13.0471,77.5756,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.031578580878768886,0.5119768818327415,0.5,1.2,0.0,1.202982,1.2
Sadashivanagar,No Junction,12.9998,77.5723,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.006684771255483601,0.5119768818327415,1.0,0.0,0.0,1.1604093,1.2
Shivajinagar,BTP211 - Central Street Junction,12.9804,77.6028,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.08265441125269828,0.01808718055845693,1.0,0.0,0.0,1.2424016,1.2
HAL Old Airport,No Junction,12.9578,77.7009,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,0.5,1.0,0.0,0.9543944,1.0
Cubbon Park,No Junction,12.9743,77.6137,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.010218647726481444,0.5119768818327415,2.0,0.0,0.0,1.0438826,1.0
Cubbon Park,BTP063 - Siddalingaiah Circle,12.9714,77.596,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.010218647726481444,0.0034120186616530884,1.0,0.0,0.0,1.1629674,1.2
Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,13.0072,77.5485,0.49999999999999994,0.8660254037844387,0.0,1.0,0.03814149432490774,0.007050344683517861,2.0,0.0,0.0,1.4995371,1.2
City Market,BTP192 - Urvashi Theater,12.9558,77.5857,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.06268713877863659,0.0029594039412297194,2.0,0.0,0.0,1.0441929,1.5
Malleshwaram,No Junction,13.0095,77.5544,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.08923473295731495,0.5119768818327415,2.0,1.0,0.0,1.1878899,1.2
Rajajinagar,BTP061 - Bhashyam Circle,12.9844,77.554,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.03814149432490774,0.005152844509435276,1.0,1.2,1.2,1.2044997,1.0
Jayanagara,"BTP189 - New Diagonal Road, Jayanagar",12.928,77.5811,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.011559083629273728,0.0012185780934475315,2.0,0.0,0.0,1.1515844,1.0
Chamarajpet,"BTP083 - AS Char Street, Mysore Road",12.9678,77.5746,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.013299909477055916,0.011924657057307986,1.5,1.0,1.0,2.472566,1.9999999999999996
HAL Old Airport,No Junction,12.9586,77.716,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,2.0,0.0,0.0,1.25488,1.2
V.V.Puram (C.Pet),BTP082 - KR Market Junction,12.9641,77.5765,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.007711858505675092,0.03944711371074438,1.0,1.2,1.2,1.3436376,1.2
Sheshadripuram,No Junction,12.9934,77.5678,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.01027087250191491,0.5119768818327415,2.0,0.0,0.0,1.2320797,1.0
Upparpet,BTP058 - Subbanna Junction,12.9787,77.5795,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.1027261332776269,0.017965322749112177,0.5,2.0,0.0,1.1148953,1.2
HAL Old Airport,No Junction,12.978,77.7116,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,1.0,0.0,0.0,1.3062434,1.2
Upparpet,BTP040 - Elite Junction,12.9768,77.5773,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.1027261332776269,0.028967342107095607,1.0,2.0,0.0,1.2487599,1.0
Madiwala,BTP137 - Madiwala Traffic PS Junction,12.9225,77.6228,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.00788594109045331,0.0029245874242740757,0.5,0.0,0.0,1.111705,1.0
Mico Layout,BTP126 - Dairy Circle,12.9369,77.6018,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.007398509853074299,0.0014797019706148597,2.0,2.5,2.5,2.5532386,2.5
City Market,BTP082 - KR Market Junction,12.9638,77.5768,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.06268713877863659,0.03944711371074438,0.5,4.8,3.5999999999999996,1.3053327,1.2
Malleshwaram,BTP027 - Modi Bridge Junction,12.9997,77.5497,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.08923473295731495,0.01305619385836641,2.0,1.0,3.5999999999999996,1.3729212,1.2
HSR Layout,No Junction,12.8921,77.6382,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.01568484088851751,0.5119768818327415,4.0,2.4,12.0,3.7195697,8.699999999999998
Byatarayanapura,BTP096 - Gali Anjaneya Temple,12.9532,77.542,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.016433396003063854,0.0036557342803425945,1.0,0.0,0.0,1.338651,1.2
Upparpet,BTP038 - Mysore Bank Junction,12.976,77.581,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.1027261332776269,0.004943945407701413,2.0,0.0,0.0,1.3417168,1.2
Pulikeshinagar(F.Town),No Junction,13.0021,77.6127,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.013561033354223243,0.5119768818327415,0.5,0.0,0.0,1.3034737,1.2
HAL Old Airport,No Junction,12.9581,77.701,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,0.5,1.0,1.0,1.2237685,1.0
K.R. Pura,No Junction,13.0081,77.6956,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.024632685746117957,0.5119768818327415,1.0,2.0,2.4,1.2394903,1.0
Electronic City,No Junction,12.8419,77.6457,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.015893739990251374,0.5119768818327415,1.5,1.2,3.5999999999999996,2.856052,2.2
Kodigehalli,No Junction,13.0706,77.5876,1.0,6.123233995736766e-17,0.0,1.0,0.031578580878768886,0.5119768818327415,2.0,5.6,9.6,1.535258,1.2
Mahadevapura,No Junction,13.0005,77.6773,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.021986630457489033,0.5119768818327415,2.0,7.5,0.0,1.5521514,1.9999999999999996
Byatarayanapura,BTP017 - Attiguppe Circle,12.9607,77.5288,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.016433396003063854,0.0016886010723487221,1.5,3.5999999999999996,3.5999999999999996,3.0964675,3.599999999999999
City Market,BTP082 - KR Market Junction,12.9644,77.5785,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.06268713877863659,0.03944711371074438,2.0,1.0,0.0,1.3704132,1.0
Shivajinagar,No Junction,12.9826,77.6118,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.08265441125269828,0.5119768818327415,1.0,1.2,0.0,1.147343,1.2
Jeevanbheemanagar,No Junction,12.9601,77.6451,0.7071067811865475,0.7071067811865476,0.0,1.0,0.021464382703154376,0.5119768818327415,1.0,1.0,1.0,1.113895,1.0
Basavanagudi,BTP108 - Tagore Park Junction,12.9442,77.5711,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.018417937469535548,0.008843395306733514,2.0,2.4,0.0,1.3361651,1.2
J.P. Nagar,"BTP161 - 15th Cross, 35th Main, JP Nagar",12.9066,77.5776,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.005413968386602604,8.70412923891094e-05,3.5,0.0,0.0,3.3345838,6.0
Vijayanagara,BTP028 - Vijayanagar Bus Stand Junction,12.9729,77.5382,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.048238284242044425,0.003290160852308335,0.5,1.2,1.2,1.1942233,1.2
Upparpet,BTP057 - Anand Rao Junction,12.9796,77.575,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.1027261332776269,0.013317317735533737,2.0,2.0,1.2,1.1768249,2.2
Magadi Road,No Junction,12.967,77.5474,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.026460552886289256,0.5119768818327415,1.0,0.0,0.0,1.4041995,1.0
Adugodi,No Junction,12.9457,77.6188,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.0157544739224288,0.5119768818327415,0.5,0.0,0.0,1.1630358,1.2
Chikkajala,No Junction,13.1842,77.6796,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.0190968595501706,0.5119768818327415,2.0,0.0,0.0,1.718591,1.0
Basavanagudi,BTP108 - Tagore Park Junction,12.9452,77.5716,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.018417937469535548,0.008843395306733514,2.0,2.5,0.0,1.3931489,1.2
Vijayanagara,BTP068 - Veeresh Theatre Junction,12.9772,77.5455,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.048238284242044425,0.001584151521481791,0.5,0.0,0.0,1.104395,2.5
Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,13.0084,77.5485,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.03814149432490774,0.007050344683517861,0.5,1.2,0.0,1.2224803,1.2
Magadi Road,BTP067 - Jai Muni Rao Circle,12.9782,77.5443,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.026460552886289256,0.0015319267460483254,2.0,1.2,1.0,1.4561445,2.5
Upparpet,BTP057 - Anand Rao Junction,12.9794,77.575,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.1027261332776269,0.013317317735533737,3.0,1.2,1.2,2.803658,2.2
Yelahanka,No Junction,13.0998,77.5888,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.006597729963094492,0.5119768818327415,2.0,2.0,1.0,1.2843252,1.9999999999999996
Banashankari,No Junction,12.9349,77.5365,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.004456514170322401,0.5119768818327415,2.5,2.0,0.0,3.3433287,3.9999999999999996
Shivajinagar,BTP051 - Safina Plaza Junction,12.982,77.6058,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.08265441125269828,0.04388621962258896,1.0,0.0,0.0,1.3328049,1.2
Jalahalli,No Junction,13.0476,77.5497,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.004874312373790126,0.5119768818327415,3.0,0.0,0.0,2.6135144,2.4
Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,13.0084,77.5484,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.03814149432490774,0.007050344683517861,0.5,2.4,1.0,1.2661107,1.2
Ashok Nagar,BTP132 - Anepalya Junction,12.9515,77.6073,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.008773762272822228,0.0006963303391128751,2.0,0.0,0.0,1.086264,1.0
HAL Old Airport,No Junction,12.9338,77.6909,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.063818675579695,0.5119768818327415,0.5,0.0,0.0,1.089826,1.0
Cubbon Park,No Junction,12.9754,77.6033,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.010218647726481444,0.5119768818327415,2.0,1.2,0.0,1.3031738,1.0
Rajajinagar,"BTP210 - 50th cross, 12th Main , Rajajinagar",12.9863,77.5558,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.03814149432490774,0.0020715827588608034,2.0,1.0,0.0,1.1762185,1.2
Jnanabharathi,No Junction,12.961,77.5123,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.003568692987953485,0.5119768818327415,2.0,0.0,0.0,1.0978355,1.2
Halasur,No Junction,12.9808,77.6287,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.01305619385836641,0.5119768818327415,2.0,0.0,0.0,1.7255325,2.5
Malleshwaram,No Junction,12.9993,77.5719,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.08923473295731495,0.5119768818327415,0.5,0.0,0.0,1.1132623,1.2
Malleshwaram,No Junction,13.0123,77.5535,0.9659258262890683,0.25881904510252074,0.0,1.0,0.08923473295731495,0.5119768818327415,4.0,0.0,0.0,2.2397804,1.9999999999999996
Rajajinagar,BTP027 - Modi Bridge Junction,12.9995,77.5496,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.03814149432490774,0.01305619385836641,2.0,15.6,0.0,1.6630765,1.2
Pulikeshinagar(F.Town),No Junction,12.9912,77.6094,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.013561033354223243,0.5119768818327415,1.0,1.0,0.0,1.3489605,1.0
Byatarayanapura,No Junction,12.9608,77.5282,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.016433396003063854,0.5119768818327415,1.0,3.5999999999999996,1.2,2.0098982,1.2
Upparpet,BTP044 - Sagar Theatre Junction,12.9743,77.578,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.1027261332776269,0.03302346633242811,1.0,1.2,0.0,1.2683378,1.2
Sheshadripuram,No Junction,12.9894,77.5734,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.01027087250191491,0.5119768818327415,0.5,0.0,0.0,1.3186234,1.0
Wilson Garden,BTP218 - Syndicate Bank Junction,12.9368,77.5849,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.013091010375322053,0.0012533946104031752,1.0,0.0,0.0,1.3743631,1.0
Malleshwaram,No Junction,13.0125,77.5539,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.08923473295731495,0.5119768818327415,1.0,1.2,0.0,1.1522374,1.2
Sheshadripuram,No Junction,12.9962,77.5632,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.01027087250191491,0.5119768818327415,0.5,2.4,7.199999999999999,1.1198483,1.2
Electronic City,No Junction,12.8706,77.6556,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.015893739990251374,0.5119768818327415,2.0,0.0,0.0,1.527381,1.2
Hebbala,No Junction,13.0353,77.5891,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.009208968734767774,0.5119768818327415,2.5,1.0,0.0,3.114292,3.0
Upparpet,BTP040 - Elite Junction,12.9772,77.5757,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.1027261332776269,0.028967342107095607,1.0,1.2,1.2,1.2596644,1.0
Byatarayanapura,BTP098 - Nayandahalli Junction,12.944,77.5265,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.016433396003063854,0.0008181881484576283,1.0,0.0,0.0,1.1727312,1.0
Kodigehalli,No Junction,13.0596,77.5766,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.031578580878768886,0.5119768818327415,1.0,0.0,0.0,1.2457423,1.2
Jayanagara,"BTP226 - 33rd Cross, 11th Main, Jayanagar",12.9226,77.5859,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.011559083629273728,0.002123807534294269,2.0,2.5,0.0,2.0791044,2.5
Rajajinagar,"BTP182 - 19th Main Junction, Rajajinagar",12.9978,77.5517,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.03814149432490774,0.005692500522247754,1.5,0.0,0.0,2.4148724,2.4
Shivajinagar,BTP051 - Safina Plaza Junction,12.981,77.6105,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.08265441125269828,0.04388621962258896,4.0,1.0,3.4,3.1580749,2.4
